C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1     1/24/2017  re-evaluated data
peakarea
filename	position (mm)	sample surface	validity	E-gain	E-offset	F-slope	F-offset	cps	MSE	Mg	Al	Si	S	Ar	K	Ca	Ti	Cr	Mn	Fe	Ni	Cu	Zn	Br	Rb	Sr	Zr	Tc	Ag	In	Sn	Ba	Pm	Sm	Gd	Tb	Dy	Ho	Tm	Tl	Pb	At	Fe a*2	Fe a+b	Fe X1	Fe X2	Fe X3	W La	W Lb1	W lb2	W La in	W Lb1 in	W Lb2 in	Mo inc	Mo coh	Dt	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000312.spe	651.34	5.19	1	0.017516	-0.010617	0.009844	0.091522	44081	1.39	0.000	0.210	0.800	0.116	0.878	6.721	0.592	9.242	0.562	0.498	172.804	0.738	0.044	1.232	0.133	2.958	2.232	4.954	0.000	0.087	0.084	0.137	0.651	0.058	0.072	0.000	1.602	0.000	0.207	1.608	0.238	0.762	0.193	0.433	0.000	0.527	1.125	4.795	0.644	0.285	0.000	0.000	1.056	0.000	126.106	31.514	0.335	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000313.spe	653.34	5.19	1	0.017515	-0.010617	0.009798	0.091522	44109	1.31	0.000	0.101	0.750	0.049	0.992	6.319	0.725	9.198	1.003	0.547	167.072	0.734	0.000	1.081	0.324	3.076	2.450	6.596	0.000	0.045	0.278	0.000	0.515	0.000	0.235	0.000	1.165	0.000	0.231	1.529	0.000	0.522	0.095	0.712	0.000	0.674	0.791	5.458	0.000	0.000	0.195	0.000	0.642	0.000	127.547	30.713	0.340	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000314.spe	655.34	5.20	1	0.017515	-0.010617	0.009860	0.091522	45934	1.32	0.000	0.137	0.573	0.117	1.022	5.811	0.664	8.306	0.989	0.603	161.834	0.590	0.212	1.364	0.206	3.538	2.552	5.149	0.036	0.071	0.261	0.024	0.637	0.000	0.000	0.000	1.790	0.000	0.572	1.539	0.000	0.760	0.000	0.357	0.000	0.352	0.616	5.642	0.000	0.275	0.000	0.000	0.607	0.000	143.284	32.323	0.351	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000315.spe	657.34	5.21	1	0.017518	-0.010617	0.009933	0.091522	44736	1.26	0.000	0.176	0.610	0.056	0.694	6.096	0.589	7.441	0.196	0.455	148.996	0.821	0.167	1.421	0.299	3.069	2.359	4.866	0.014	0.180	0.079	0.049	0.718	0.181	0.054	0.000	0.505	0.152	0.284	1.448	0.000	0.403	0.237	0.682	0.000	0.458	0.810	4.732	0.273	0.181	0.000	0.000	0.511	0.245	143.657	32.357	0.349	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000316.spe	659.34	5.22	1	0.017516	-0.010617	0.009914	0.091522	44579	1.38	0.000	0.064	0.564	0.038	0.946	5.679	0.651	8.098	0.880	0.484	153.174	0.692	0.025	1.635	0.293	3.264	2.946	5.367	0.027	0.087	0.287	0.090	0.592	0.000	0.051	0.000	1.161	0.093	0.403	1.129	0.089	0.876	0.099	0.414	0.000	0.256	0.686	4.801	0.000	0.000	0.000	0.193	0.534	0.000	141.160	31.820	0.346	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000317.spe	661.34	5.22	1	0.017515	-0.010617	0.009914	0.091522	43822	1.26	0.000	0.106	0.721	0.067	0.842	6.500	0.667	8.535	0.449	0.459	154.683	0.626	0.000	1.493	0.376	2.821	2.469	4.828	0.016	0.124	0.145	0.087	0.732	0.000	0.130	0.000	0.924	0.000	0.358	1.323	0.135	0.972	0.373	0.241	0.000	0.491	0.358	5.212	0.026	0.000	0.146	0.000	0.513	0.362	135.332	30.905	0.342	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000318.spe	663.34	5.22	1	0.017515	-0.010617	0.009773	0.091522	44365	1.25	0.000	0.094	0.760	0.000	0.880	6.372	0.669	8.793	0.547	0.424	159.745	0.731	0.000	2.073	0.141	2.556	2.459	5.270	0.021	0.102	0.198	0.115	0.823	0.047	0.129	0.000	1.005	0.000	0.339	1.666	0.000	0.771	0.328	0.349	0.184	0.297	0.653	5.593	0.228	0.028	0.000	0.000	0.582	0.081	135.098	31.935	0.341	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000319.spe	665.34	5.22	1	0.017515	-0.010617	0.009718	0.091522	44241	1.24	0.000	0.065	0.686	0.069	1.025	5.853	0.656	8.604	0.445	0.390	154.023	0.640	0.000	2.163	0.107	2.887	2.867	6.166	0.000	0.036	0.172	0.108	0.478	0.091	0.036	0.000	1.598	0.061	0.413	1.308	0.041	1.133	0.424	0.959	0.306	0.597	0.664	4.476	0.320	0.106	0.000	0.000	0.837	0.000	134.558	31.069	0.343	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000320.spe	667.34	5.22	1	0.017515	-0.010617	0.009737	0.091522	45284	1.33	0.000	0.131	0.755	0.063	0.988	6.064	0.636	8.901	0.531	0.605	171.312	0.728	0.000	1.793	0.050	3.329	2.721	5.902	0.033	0.169	0.174	0.072	0.627	0.124	0.000	0.000	1.619	0.000	0.458	1.562	0.083	0.545	0.042	0.570	0.000	0.555	0.834	5.575	0.225	0.149	0.000	0.000	0.483	0.000	133.181	31.748	0.344	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000321.spe	669.34	5.23	1	0.017518	-0.010617	0.009842	0.091522	45693	1.24	0.000	0.166	0.782	0.048	0.795	6.475	0.694	9.437	0.750	0.598	186.076	0.859	0.060	1.708	0.197	2.352	3.052	5.072	0.000	0.160	0.063	0.123	0.569	0.000	0.224	0.000	0.971	0.000	0.333	1.559	0.000	0.897	0.000	0.060	0.844	0.498	1.238	6.101	0.286	0.000	0.000	0.000	0.716	0.357	133.980	31.968	0.346	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000322.spe	671.34	5.22	1	0.017516	-0.010617	0.009855	0.091522	46237	1.41	0.000	0.098	0.660	0.043	1.037	6.259	0.827	8.765	0.890	0.514	198.927	0.422	0.000	1.517	0.085	2.650	2.847	4.652	0.067	0.061	0.182	0.000	0.745	0.000	0.171	0.000	1.545	0.000	0.547	1.986	0.070	1.057	0.063	0.928	0.071	0.601	0.861	5.982	0.000	0.442	0.000	0.000	0.415	0.294	133.331	31.006	0.345	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000323.spe	673.34	5.24	1	0.017515	-0.010617	0.009872	0.091522	46297	1.54	0.000	0.095	0.940	0.052	0.854	6.841	0.924	9.632	1.303	0.634	195.758	0.653	0.000	1.353	0.351	2.995	2.817	5.712	0.067	0.146	0.172	0.000	0.752	0.000	0.077	0.000	1.794	0.000	0.531	1.691	0.024	1.199	0.000	0.395	0.000	0.514	0.458	5.903	0.000	0.000	0.000	0.000	0.744	0.396	134.292	32.089	0.345	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000324.spe	675.34	5.23	1	0.017520	-0.010617	0.009872	0.091522	45543	1.40	0.000	0.125	0.689	0.026	0.822	6.195	0.905	8.363	1.064	0.704	188.258	0.633	0.000	1.123	0.000	2.536	2.355	5.024	0.024	0.175	0.418	0.000	0.870	0.000	0.168	0.000	1.035	0.031	0.556	1.749	0.014	1.311	0.338	0.342	0.560	0.786	0.674	5.733	0.000	0.327	0.000	0.000	0.519	0.267	130.188	31.704	0.341	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000325.spe	677.34	5.22	1	0.017519	-0.010617	0.009891	0.091522	45445	1.43	0.000	0.109	0.704	0.058	0.919	6.498	0.673	9.400	0.695	0.574	183.873	0.735	0.000	1.138	0.335	3.068	2.785	5.176	0.019	0.000	0.273	0.053	0.501	0.000	0.082	0.000	0.993	0.000	0.449	2.109	0.088	1.147	0.359	0.519	0.000	0.599	0.914	5.776	0.279	0.000	0.160	0.000	0.883	0.307	132.729	31.777	0.342	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000326.spe	679.34	5.22	1	0.017516	-0.010617	0.009825	0.091522	44576	1.32	0.000	0.160	0.849	0.135	0.870	6.971	0.750	9.249	1.062	0.546	168.546	0.508	0.011	1.044	0.169	3.280	2.860	4.974	0.016	0.088	0.440	0.000	0.607	0.000	0.059	0.000	0.967	0.000	0.463	1.437	0.000	0.621	0.000	0.290	0.000	0.175	0.655	5.556	0.150	0.000	0.000	0.000	0.551	0.000	131.745	30.932	0.338	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000327.spe	681.34	5.22	1	0.017516	-0.010617	0.009802	0.091522	44316	1.31	0.000	0.123	0.862	0.075	1.055	7.041	0.771	9.421	0.519	0.412	169.764	0.664	0.000	0.924	0.218	3.175	2.712	5.029	0.071	0.060	0.407	0.000	0.672	0.143	0.164	0.000	1.374	0.000	0.535	1.899	0.166	0.771	0.257	0.628	0.000	0.515	0.732	4.605	0.071	0.394	0.000	0.000	0.762	0.058	128.723	30.553	0.337	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000328.spe	683.34	5.22	1	0.017517	-0.010617	0.009894	0.091522	45698	1.36	0.000	0.090	0.709	0.089	0.892	6.912	0.665	8.855	0.759	0.754	199.062	0.309	0.000	1.089	0.329	3.481	3.005	4.790	0.033	0.117	0.144	0.042	0.660	0.000	0.194	0.000	1.350	0.000	0.972	1.537	0.413	0.673	0.565	1.255	0.000	0.516	0.382	6.007	0.395	0.290	0.000	0.000	1.013	0.180	129.475	31.745	0.339	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000329.spe	685.34	5.23	1	0.017515	-0.010617	0.009911	0.091522	49094	1.61	0.000	0.130	0.762	0.088	0.826	6.916	0.784	9.049	0.673	0.608	274.964	0.471	0.000	1.035	0.216	2.446	2.625	4.628	0.100	0.144	0.216	0.135	0.789	0.065	0.077	0.000	1.697	0.000	0.253	2.476	0.000	1.343	0.192	0.939	0.085	0.600	1.379	8.241	0.000	0.000	0.000	0.000	0.363	0.215	125.231	29.804	0.344	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000330.spe	687.34	5.24	1	0.017514	-0.010617	0.009873	0.091522	47064	1.74	0.000	0.183	0.855	0.059	0.856	7.636	0.919	8.927	1.309	0.780	236.596	0.570	0.000	0.996	0.000	3.286	2.363	4.915	0.016	0.131	0.459	0.000	0.688	0.000	0.074	0.000	2.856	0.000	0.204	1.862	0.042	0.691	0.316	1.171	0.000	0.886	1.235	6.707	0.158	0.271	0.000	0.000	0.822	0.321	118.718	30.415	0.337	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000331.spe	689.34	5.25	1	0.017521	-0.010617	0.009929	0.091522	45865	1.41	0.000	0.219	0.824	0.047	1.019	7.390	0.809	9.833	0.692	0.471	209.022	0.825	0.000	1.199	0.415	3.402	2.466	4.413	0.000	0.078	0.264	0.000	0.538	0.058	0.049	0.000	0.046	0.000	0.069	1.946	0.171	0.703	0.500	1.085	0.000	0.743	1.414	6.705	0.015	0.410	0.124	0.000	1.096	0.033	124.009	31.298	0.338	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000332.spe	691.34	5.23	1	0.017518	-0.010617	0.009929	0.091522	44613	1.61	0.000	0.115	0.770	0.093	1.018	7.729	0.721	9.628	0.868	0.530	187.813	0.681	0.000	1.382	0.000	2.894	2.768	4.117	0.036	0.000	0.155	0.062	0.512	0.000	0.138	0.000	0.207	0.078	0.311	1.621	0.153	0.806	0.296	0.515	0.764	0.377	1.037	5.952	0.165	0.396	0.000	0.113	0.578	0.019	127.015	29.473	0.334	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000333.spe	693.34	5.24	1	0.017515	-0.010617	0.009958	0.091522	44972	1.44	0.000	0.153	0.802	0.047	0.870	7.367	0.744	9.095	0.542	0.610	209.872	0.448	0.000	1.065	0.000	2.573	2.518	3.517	0.000	0.192	0.220	0.000	0.584	0.106	0.092	0.000	1.530	0.000	0.334	1.243	0.000	0.452	0.206	0.054	0.492	0.714	1.173	5.309	0.000	0.195	0.096	0.000	0.528	0.000	119.729	30.703	0.333	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000334.spe	695.34	5.23	1	0.017514	-0.010617	0.009921	0.091522	45847	1.63	0.026	0.136	0.866	0.063	0.995	7.394	0.666	8.773	0.913	0.656	232.240	0.528	0.000	1.115	0.000	3.044	2.476	3.697	0.018	0.086	0.343	0.000	0.788	0.000	0.196	0.000	2.033	0.000	0.425	2.296	0.000	0.482	0.023	0.499	0.000	0.665	1.008	6.555	0.565	0.000	0.052	0.000	0.657	0.000	115.286	30.112	0.330	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000335.spe	697.34	5.23	1	0.017519	-0.010617	0.009942	0.091522	46674	1.46	0.000	0.127	0.777	0.088	0.935	7.691	0.612	9.785	0.480	0.552	264.740	0.422	0.000	1.257	0.000	2.586	2.540	3.815	0.017	0.068	0.226	0.116	0.486	0.237	0.219	0.000	0.135	0.000	0.657	1.629	0.290	0.520	0.325	1.018	0.000	0.680	0.915	8.019	0.000	0.210	0.167	0.000	0.703	0.570	108.693	28.995	0.327	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000336.spe	699.34	5.23	1	0.017517	-0.010617	0.009959	0.091522	49308	1.84	0.000	0.140	0.900	0.000	0.857	8.217	0.787	9.998	0.761	0.769	323.934	0.430	0.000	1.366	0.293	2.334	2.163	3.533	0.038	0.073	0.360	0.000	0.939	0.000	0.099	0.000	0.723	0.000	0.490	2.236	0.000	0.837	0.164	1.002	0.256	0.572	1.675	10.053	0.000	0.000	0.000	0.000	0.540	0.000	104.455	27.544	0.330	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000337.spe	701.34	5.24	1	0.017519	-0.010617	0.009976	0.091522	46184	1.77	0.000	0.208	0.956	0.042	0.950	8.640	0.668	10.624	0.938	0.644	250.914	0.696	0.000	1.204	0.090	2.566	2.758	3.407	0.053	0.060	0.073	0.204	0.692	0.000	0.093	0.000	0.584	0.000	0.000	2.442	0.000	0.426	0.323	0.906	0.837	0.880	1.524	7.658	0.000	0.076	0.000	0.000	0.388	0.231	108.834	28.616	0.323	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000338.spe	703.34	5.25	1	0.017520	-0.010617	0.009976	0.091522	44927	1.52	0.000	0.194	0.935	0.079	0.884	8.803	0.701	10.198	0.677	0.588	220.190	0.566	0.000	1.292	0.000	3.021	2.601	3.525	0.046	0.152	0.203	0.018	0.895	0.062	0.275	0.000	0.000	0.000	0.523	1.887	0.068	0.000	0.171	0.909	0.331	0.665	0.764	6.935	0.000	0.000	0.000	0.000	0.871	0.029	113.306	29.420	0.323	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000339.spe	705.34	5.23	1	0.017521	-0.010617	0.009964	0.091522	45840	1.56	0.000	0.176	1.012	0.064	1.002	8.368	0.656	9.164	0.534	0.528	249.012	0.720	0.000	1.297	0.000	2.595	2.230	4.026	0.045	0.076	0.137	0.119	0.705	0.245	0.193	0.000	0.205	0.000	0.113	1.743	0.000	0.274	0.017	0.708	0.318	0.631	1.480	7.231	0.012	0.189	0.000	0.000	0.643	0.000	106.578	28.519	0.324	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000340.spe	707.34	5.23	1	0.017517	-0.010617	0.010002	0.091522	46137	1.42	0.000	0.099	0.837	0.000	0.920	8.325	0.793	9.328	0.875	0.822	266.674	0.578	0.000	1.306	0.000	2.755	2.712	3.273	0.026	0.054	0.463	0.000	0.789	0.000	0.000	0.000	1.449	0.000	0.283	2.157	0.370	0.490	0.285	1.359	0.000	0.727	1.525	7.584	0.095	0.017	0.000	0.000	0.670	0.316	103.319	27.339	0.321	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000341.spe	709.34	5.24	1	0.017516	-0.010617	0.010021	0.091522	45036	1.60	0.000	0.150	0.882	0.000	0.922	7.752	0.719	9.278	0.100	0.327	239.281	0.601	0.000	1.316	0.000	2.887	2.398	3.601	0.000	0.113	0.288	0.000	0.715	0.516	0.147	0.000	1.201	0.000	0.293	2.154	0.020	0.510	0.446	1.277	0.000	1.021	1.324	6.323	0.176	0.138	0.000	0.000	0.804	0.042	105.385	28.943	0.319	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000342.spe	711.34	5.24	1	0.017518	-0.010617	0.010021	0.091522	44698	1.55	0.000	0.151	0.885	0.000	1.013	8.392	0.534	9.073	0.615	0.555	233.804	0.678	0.000	1.140	0.218	2.753	2.399	3.829	0.000	0.061	0.000	0.178	0.490	0.096	0.052	0.000	0.848	0.000	0.312	2.175	0.071	0.608	0.347	0.914	0.547	0.729	1.247	6.662	0.000	0.000	0.105	0.000	0.716	0.495	107.669	29.019	0.321	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000343.spe	713.34	5.25	1	0.017521	-0.010617	0.010058	0.091522	44129	1.43	0.000	0.172	0.877	0.021	0.997	7.477	0.774	9.879	0.660	0.550	223.666	0.748	0.000	1.452	0.063	2.951	2.606	3.958	0.019	0.060	0.509	0.000	0.709	0.055	0.144	0.000	0.276	0.000	0.242	1.808	0.032	0.441	0.408	1.213	0.000	0.917	1.199	6.373	0.000	0.265	0.000	0.000	0.668	0.120	107.737	29.173	0.319	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000344.spe	715.34	5.25	1	0.017518	-0.010617	0.010058	0.091522	42875	1.32	0.019	0.139	0.877	0.000	0.931	7.919	0.588	9.173	0.479	0.438	197.583	0.732	0.000	1.355	0.046	2.429	2.696	3.922	0.020	0.059	0.171	0.000	0.704	0.103	0.000	0.000	0.457	0.000	0.140	1.781	0.136	0.081	0.331	0.831	0.000	0.859	0.933	5.742	0.000	0.144	0.000	0.000	0.459	0.144	107.605	28.938	0.315	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000345.spe	717.34	5.27	1	0.017517	-0.010617	0.010058	0.091522	43233	1.23	0.000	0.014	0.681	0.068	0.921	7.336	0.707	8.997	1.081	0.493	190.201	0.649	0.000	1.002	0.168	2.491	2.371	4.892	0.024	0.073	0.345	0.000	0.694	0.000	0.151	0.000	0.713	0.000	0.267	1.647	0.000	0.117	0.574	0.767	0.000	0.598	0.939	6.001	0.373	0.216	0.597	0.176	0.618	0.384	111.405	29.531	0.323	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000346.spe	719.34	5.25	1	0.017515	-0.010617	0.010071	0.091522	44906	1.51	0.000	0.130	0.749	0.077	0.909	8.020	0.613	8.691	0.986	0.576	221.741	0.481	0.000	1.127	0.000	3.623	2.109	3.504	0.028	0.209	0.221	0.110	0.687	0.000	0.063	0.000	0.885	0.000	0.342	1.617	0.013	0.459	0.345	0.758	0.000	0.724	1.158	6.267	0.000	0.260	0.000	0.000	0.416	0.169	115.068	29.773	0.326	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000347.spe	721.34	5.25	1	0.017519	-0.010617	0.010018	0.091522	42725	1.39	0.000	0.140	0.602	0.025	0.934	6.976	0.699	7.212	0.809	0.486	194.495	0.571	0.000	0.983	0.097	2.180	2.136	2.452	0.000	0.089	0.349	0.000	0.650	0.000	0.204	0.000	0.477	0.000	0.117	1.752	0.000	0.349	0.065	0.764	0.306	0.780	0.919	6.052	0.000	0.443	0.000	0.000	0.497	0.559	109.857	29.536	0.318	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000348.spe	723.34	5.24	1	0.017521	-0.010617	0.009981	0.091522	40593	1.24	0.000	0.121	0.592	0.011	1.083	5.432	0.541	6.866	0.521	0.289	157.361	0.617	0.000	0.760	0.000	1.664	1.814	3.572	0.000	0.000	0.124	0.000	0.378	0.000	0.080	0.000	0.460	0.323	0.033	1.203	0.000	0.148	0.280	0.717	1.349	0.827	0.908	3.877	0.055	0.000	0.085	0.088	0.696	0.392	111.204	29.385	0.314	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000349.spe	725.34	5.24	1	0.017523	-0.010617	0.009957	0.091522	41013	1.44	0.000	0.079	1.171	0.012	0.951	6.931	0.488	7.227	0.987	0.580	178.015	0.803	0.120	0.724	0.000	1.846	1.629	3.940	0.013	0.115	0.186	0.085	0.482	0.000	0.083	0.000	0.000	0.620	0.225	1.147	0.000	0.000	0.331	0.986	0.000	0.776	1.049	5.169	0.505	0.345	0.060	0.468	0.640	0.226	109.123	27.937	0.313	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000350.spe	727.34	5.23	1	0.017523	-0.010617	0.009957	0.091522	43647	1.58	0.000	0.111	0.728	0.000	0.971	6.728	0.439	7.866	1.525	0.732	198.291	0.809	0.000	1.078	0.056	2.764	2.230	3.378	0.028	0.000	0.075	0.099	0.852	0.000	0.194	0.000	0.000	0.115	0.000	1.496	0.093	0.497	0.532	1.069	0.000	1.020	1.545	5.865	0.053	0.858	0.507	0.000	0.732	0.219	112.726	29.858	0.325	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000351.spe	729.34	5.20	1	0.017516	-0.010617	0.009957	0.091522	42233	1.21	0.000	0.144	0.698	0.112	0.776	5.841	0.603	6.450	0.484	0.489	177.107	0.909	0.000	1.031	0.000	2.123	2.463	3.445	0.012	0.086	0.233	0.057	0.715	0.000	0.080	0.000	1.620	0.000	0.000	1.291	0.024	0.141	0.281	0.563	0.198	1.039	1.336	4.634	0.841	0.000	0.000	0.908	0.927	0.113	114.294	31.137	0.322	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000352.spe	731.34	5.19	1	0.017520	-0.010617	0.009969	0.091522	43017	1.72	0.000	0.120	1.271	0.034	0.855	7.217	0.489	7.769	0.971	0.532	192.839	0.754	0.287	1.505	0.016	1.933	2.615	2.695	0.050	0.048	0.151	0.051	0.487	0.000	0.221	0.000	0.000	0.000	0.000	2.013	0.218	0.131	0.224	0.979	0.536	1.324	1.310	4.712	0.656	0.448	0.424	0.000	0.897	0.000	112.924	30.533	0.319	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000353.spe	733.34	5.15	1	0.017522	-0.010617	0.009969	0.091522	39647	1.31	0.000	0.144	1.153	0.037	0.847	5.540	0.550	5.850	0.647	0.443	151.293	0.872	0.000	1.049	0.125	1.915	1.680	1.882	0.021	0.067	0.269	0.000	0.430	0.000	0.194	0.000	0.022	0.330	0.000	1.173	0.000	0.000	0.245	0.586	0.000	0.951	0.905	4.003	0.307	0.299	0.053	1.007	0.722	0.134	112.638	30.202	0.315	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000354.spe	735.34	5.17	1	0.017523	-0.010617	0.009948	0.091522	39798	1.61	0.000	0.139	0.887	0.068	1.014	7.277	0.599	6.729	0.631	0.329	182.372	0.659	0.000	0.576	0.000	2.348	1.683	2.628	0.000	0.000	0.263	0.000	0.436	0.000	0.102	0.000	0.000	0.142	0.073	1.697	0.145	0.000	0.737	1.262	0.000	0.463	0.806	5.076	0.071	0.111	0.000	0.000	2.848	0.000	101.637	27.358	0.304	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000355.spe	737.34	5.17	1	0.017524	-0.010617	0.009948	0.091522	43037	1.95	0.000	0.162	0.702	0.053	0.808	7.105	0.513	7.091	0.726	0.445	218.095	0.638	0.000	0.800	0.000	1.761	1.941	2.048	0.041	0.096	0.278	0.000	0.547	0.011	0.571	0.000	0.000	0.022	0.232	1.954	0.000	0.000	0.000	1.276	1.041	0.762	0.960	6.561	0.000	0.000	0.000	0.000	4.047	0.000	103.502	27.222	0.315	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000356.spe	739.34	5.17	1	0.017518	-0.010617	0.009899	0.091522	42465	1.44	0.000	0.188	0.470	0.000	1.068	6.264	0.605	7.134	1.267	0.694	213.173	0.641	0.000	0.957	0.000	2.277	1.644	2.374	0.016	0.032	0.149	0.042	0.602	0.000	0.046	0.000	0.997	0.000	0.267	1.930	0.000	0.222	0.000	0.553	0.000	0.640	1.161	6.232	0.000	0.635	0.159	0.000	0.262	0.227	101.540	27.129	0.310	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000357.spe	741.34	5.25	1	0.017519	-0.010617	0.009931	0.091522	44822	1.42	0.032	0.195	0.705	0.038	0.949	7.432	0.516	7.851	0.833	0.573	250.049	0.738	0.000	1.309	0.000	2.631	2.369	1.719	0.031	0.065	0.170	0.030	0.570	0.000	0.100	0.000	0.435	0.000	0.553	2.018	0.248	0.284	0.853	0.849	0.000	0.618	1.112	7.487	0.040	0.000	0.133	0.000	0.870	0.837	103.248	29.342	0.314	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000358.spe	743.34	5.24	1	0.017519	-0.010617	0.009897	0.091522	42559	1.43	0.000	0.145	0.558	0.059	0.985	5.139	0.588	5.883	0.272	0.299	223.708	0.690	0.000	1.074	0.000	2.340	1.547	2.068	0.042	0.036	0.143	0.068	0.608	0.270	0.063	0.000	0.750	0.000	0.251	2.301	0.208	0.161	0.197	1.074	0.000	0.808	1.391	6.256	0.503	0.031	0.740	0.000	0.055	0.364	100.614	26.960	0.309	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000359.spe	745.34	5.21	1	0.017518	-0.010617	0.009912	0.091522	41387	1.49	0.000	0.130	0.282	0.019	0.969	4.201	0.502	5.708	1.019	0.529	181.684	0.717	0.000	0.962	0.000	1.806	2.014	2.490	0.030	0.116	0.304	0.000	0.470	0.000	0.107	0.000	0.976	0.000	0.085	1.885	0.016	0.013	0.147	0.633	0.307	0.408	1.126	5.923	0.179	0.232	0.104	0.000	0.518	0.197	107.987	28.160	0.312	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000360.spe	747.34	5.23	1	0.017515	-0.010617	0.009823	0.091522	40985	1.34	0.000	0.137	0.531	0.040	1.088	4.681	0.463	6.267	1.115	0.503	159.632	0.895	0.000	0.936	0.037	2.238	1.863	2.654	0.000	0.000	0.189	0.000	0.404	0.000	0.048	0.032	2.195	0.000	0.000	1.594	0.328	0.000	0.189	0.759	0.000	0.839	1.198	4.098	0.328	0.546	1.005	0.000	0.158	0.000	114.258	30.057	0.315	
